,update,x01,x01a,x01b,x01c,x01d,x02,x02z01,x02z02,x02z03,x02z04,x06,x08,a01,a02,a03,a04,a05z01,a05z02,a06,a07,a08,a09,b01,b02a,b02b,b03,b04a,b04b,b04c,b04d,b04e,b04f,b05a,b05b,b05c,b05d,b05e,b05f,b06a,b06b,b06c,b06d,b06e,b07a,b07b,b07c,b08a,b08b01,b08b02,b09,b10,b11,b12a,b12b01,b12b02,b13a,b13b,b13c,b14a,b14b,b14c,b14d,b14e,b14f,b14g,b14h,c01,c02,c03a01,c03a02,c03b,c04,c05z01,c05z02,c06a01,c06a02,c06a03,c06a04,c06a05,c06a06,c06b,c07,c08z01,c08z02,c08z03,c09,c10,c11,c12z01,c12z02,c12z03,c12z04,c12z05,c12z06,c13z01,c13z02,c13z03,c14z01,c14z02,c14z03,c15,c16z01,c16z02,c17,c18z01,c18z02,c18z03,c18z04,c18z05,c18z06,c18z07,c18z08,c18z09,c19,c20,c21a01,c21a02,c21b,c22,c23,d01,d02,d03z01,d03z02,d03z03,d03z04,d04z01,d04z02,d04z03,d04z04,d04z05,d04z06,d04z07,d04z08,d04z09,d04z10,d04z11,e01a,e01b,e02a,e02b,e02c,e02d,e02e01,e02e02,e03,f01,f02,f03,f04,f05,f06,g01,g02,g03a,g03b,g03c,g04a,g04b,g04c,g04d,g04e,g05a01,g05a02,g05a03,g05a04,g05a05,g05b01,g05b02,g05b03,g05b04,g05b05,g06z01,g06z02,g06z03,g06z04,g06z05,g06z06,g07,g08,g09,h01,h01a,h02,h02a,h03,h04,h05z01,h05z02,h05z03,h05z04
287,200901,3060130,主樣本,1953-1964出生之主樣本,正式訪問,306013,2000,1,28,18,54,235台北縣中和,01 本人,1 男,47,08 高職,1 很好,03 已婚,70,0 跳答或不適用,0 跳答或不適用,0 不適用,1 很好,55,3 國語,7,01 繼續升學,61,02 國中,1 公立,1 有,63,01 繼續升學,63,02 高中職業類科,2 私立,1 有,66,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,67,69,66,70,70,84,01 自己(與配偶)的儲蓄,02 家人的資助,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,051土木工程業,"0220土木工程師(含一般工程師,建築工程師)",03 為私人雇主或私人機構工作,07 500人以上,1 台灣,320桃園縣中壢,1 有,36000,2 無,0 跳答或不適用,1 有,5000.0,41000.0,48,2 未滿1年,0 跳答或不適用,1,1 是,90,1 是,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 沒有,1 有,2 沒有,2 沒有,2 沒有,2,1 有,0 跳答或不適用,"0220土木工程師(含一般工程師,建築工程師)",2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,1 有,0 不適用,090公共行政服務業 ,"3930文書佐理員(含人事,專門性,公家單位佐理,法務佐理)",06 為政府機構工作,27000.0,48,2 沒有,0 跳答或不適用,2 無,2 無,1 有,2 無,1,0,0,2,0,0,0,0,0,0,0,8,8,25000.0,10000,0 跳答或不適用,6000,1 教育費用,100000.0,20000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,3,0 不適用,3,1 從未,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,1 有,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,28,21,12
288,200901,3060140,主樣本,1953-1964出生之主樣本,正式訪問,306014,2000,1,25,21,2,235台北縣中和,01 本人,1 男,44,07 高中職業科,1 很好,03 已婚,68,0 跳答或不適用,0 跳答或不適用,0 不適用,1 很好,52,1 閩南語,8,01 繼續升學,58,01 初中,1 公立,1 有,61,01 繼續升學,61,02 高中職業類科,2 私立,1 有,64,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,65,67,64,68,69,74,01 自己(與配偶)的儲蓄,0 跳答或不適用,2 沒有,2 沒有,2 沒有,1 有,71,051土木工程業,01 自己的儲蓄,3,1 是,3,0 跳答或不適用,1 有,0 不適用,051土木工程業,9540營建木工,"02 自己當老闆,而且有雇用別人",01 少於3人,1 台灣,235台北縣中和,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,56000.0,56000.0,40,3 已滿1年,24,3,2 否,0 不適用,2 否,2 無,2 無,2 無,2 無,2 無,2 無,2 沒有,2 沒有,2 沒有,1 有,1 有,1 有,1,1 有,0 跳答或不適用,4321銷售代理人員【台灣職業分類】,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,1 有,0 不適用,062零售業,"4520小販,兜攬生意人員,報販(含報紙販賣員,送報員,攤販)","08 幫家裡工作,沒有拿薪水",15000.0,77,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,2,1,0,0,0,0,0,0,3,40,11000.0,0 跳答或不適用,0 跳答或不適用,15000,1 教育費用,45000.0,20000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,1 從未,1 從未,2 偶爾,1 從未,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),3 沒有特定的人管 ,3 夫妻二人共同管理,1,25,21,16
289,200901,3060170,主樣本,1953-1964出生之主樣本,正式訪問,306017,2000,1,25,20,39,235台北縣中和,01 本人,2 女,45,01 無,3 普通,03 已婚,64,0 跳答或不適用,0 跳答或不適用,0 不適用,3 普通,0 跳答或不適用,0 跳答或不適用,0 完全不懂,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,57,64,65,69,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,4,9991非技術性工廠工人,2 無,1 有,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,0 不適用,034金屬製品製造業,"9950其它技術性工人(含其它未詳列之手工匠,獨立工匠)",03 為私人雇主或私人機構工作,15000.0,996 不知道,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,3,0,0,0,0,0,0,0,4,1,15000.0,0 跳答或不適用,0 跳答或不適用,15000,1 教育費用,100000.0,40000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,5 感情非常好,0 不適用,5 感情非常好,2 偶爾,2 偶爾,1 從未,1 從未,1 從未,1 有,2 無,1 有,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,1 從未,4 非常有影響,1 聊天,1 無,0 跳答或不適用,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,1,25,20,53
290,200901,3060180,主樣本,1953-1964出生之主樣本,正式訪問,306018,2000,1,24,17,43,235台北縣中和,01 本人,2 女,43,06 高中普通科,3 普通,03 已婚,65,39,4 外省人,06 高中普通科,2 好,50,1 閩南語,3,01 繼續升學,55,01 初中,1 公立,1 有,61,01 繼續升學,61,01 高中(普通科),1 公立,1 有,63,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,63,65,67,79,01 自己(與配偶)的儲蓄,0 跳答或不適用,2 沒有,1 有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,023成衣及服飾品製造業,7910裁縫工,03 為私人雇主或私人機構工作,06 100-499人,1 台灣,235台北縣中和,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,15000.0,15000.0,42,3 已滿1年,3,6,2 否,0 不適用,2 否,2 無,2 無,2 無,2 無,2 無,2 無,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,051土木工程業,"9594其它營建工(含建築物拆除工,壁紙糊貼工,鷹架工)",03 為私人雇主或私人機構工作,40000.0,40,2 沒有,0 跳答或不適用,1 有,2 無,1 有,1 有,1,0,0,2,0,0,0,0,0,0,0,21,4,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,20000,1 教育費用,120000.0,100000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,1 陪做功課,4,0 不適用,4,2 偶爾,2 偶爾,1 從未,1 從未,1 從未,2 無,1 有,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 偶爾,3 有影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,2 主要由丈夫來管,1,24,18,8
291,200901,3060190,主樣本,1953-1964出生之主樣本,正式訪問,306019,2000,2,10,18,35,235台北縣中和,01 本人,1 男,42,03 小學,1 很好,03 已婚,68,0 跳答或不適用,0 跳答或不適用,0 不適用,1 很好,50,1 閩南語,8,03 去當學徒,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,63,65,56,68,69,74,05 銀行貸款,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,053油漆、粉刷、裱蓆業,9310油漆工(含建築物油漆工),03 為私人雇主或私人機構工作,97 其它,4 不固定,993不固定,1 有,35000,2 無,0 跳答或不適用,2 無,跳答或不適用,35000.0,996 不知道,3 已滿1年,18,0 跳答或不適用,2 否,996 不知道,2 否,2 無,2 無,2 無,2 無,2 無,2 無,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,1,0,0,0,0,0,0,0 跳答或不適用,35,9999996 不知道,0 跳答或不適用,0 跳答或不適用,25000,1 教育費用,150000.0,0 跳答或不適用,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,1 從未,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,3 有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,1 主要由妻子來管 ,1 主要由妻子來管,2,10,18,50
292,200901,3060200,主樣本,1953-1964出生之主樣本,正式訪問,306020,2000,1,24,17,0,235台北縣中和,02 配偶,2 女,43,06 高中普通科,2 好,03 已婚,69,38,4 外省人,13 大學,2 好,49,5 大陸家鄉話,8,01 繼續升學,55,01 初中,1 公立,1 有,58,01 繼續升學,58,01 高中(普通科),1 公立,1 有,61,06 在家沒工作 ,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,63,69,70,72,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,051土木工程業,7000生產監督及一般領班,03 為私人雇主或私人機構工作,63000.0,84,2 沒有,0 跳答或不適用,1 有,2 無,2 無,2 無,1,0,0,1,1,0,0,0,0,0,0,28,0 跳答或不適用,0 跳答或不適用,20000,0 跳答或不適用,15000,1 教育費用,100000.0,75000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,4,4,5 感情非常好,1 從未,2 偶爾,1 從未,2 偶爾,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,2 些許影響,2 拜訪親友,1 無,0 跳答或不適用,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,3 夫妻二人共同管理,1,24,17,33
293,200901,3060210,主樣本,1953-1964出生之主樣本,正式訪問,306021,2000,1,28,13,24,235台北縣中和,01 本人,1 男,49,08 高職,3 普通,03 已婚,73,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,56,1 閩南語,6,01 繼續升學,62,02 國中,1 公立,1 有,65,01 繼續升學,65,03 高職普通科,1 公立,1 有,69,06 在家沒工作 ,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,71,71,73,75,79,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,2 沒有,1 有,77,036電力及電子機械器材製造修配業,06 向朋友借錢或標會 ,1,1 是,1,0 跳答或不適用,1 有,0 不適用,036電力及電子機械器材製造修配業,"8590其它電機,電子裝配工,及有關工作者","01 自己一人工作,沒有雇用其他人",01 少於3人,1 台灣,235台北縣中和,2 無,0 跳答或不適用,1 有,75000,2 無,跳答或不適用,75000.0,60,3 已滿1年,10,0 跳答或不適用,1 是,2,1 是,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,1 有,0 跳答或不適用,4321銷售代理人員【台灣職業分類】,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 有,2 無,1 有,0 不適用,036電力及電子機械器材製造修配業,"3319其它未詳列之簿記員(含一般簿記員,記帳員,會計佐理)","08 幫家裡工作,沒有拿薪水",0 跳答或不適用,42,1 有,03 為了子女就學,2 無,2 無,2 無,2 無,1,0,0,1,1,0,0,0,0,0,0,3,14,0 跳答或不適用,45000,0 跳答或不適用,30000,1 教育費用,60000.0,43000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,1 有,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,1 主要由妻子來管 ,1 主要由妻子來管,1,28,13,41
294,200901,3060220,主樣本,1953-1964出生之主樣本,正式訪問,306022,2000,1,25,14,25,235台北縣中和,04 兄弟姐妹,2 女,52,08 高職,4 不好,03 已婚,75,0 跳答或不適用,0 跳答或不適用,0 不適用,3 普通,59,1 閩南語,2,01 繼續升學,65,02 國中,1 公立,1 有,68,01 繼續升學,68,04 高職職業類科 ,2 私立,2 沒有,70,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,70,75,77,79,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,1 有,1 有,80,020食品製造業,02 家人的資助,4,2 已經結束了,0 跳答或不適用,82,1 有,0 不適用,063國際貿易業,"3950圖書館佐理員,文書佐理員(含圖書館助理,檔案佐理員)",03 為私人雇主或私人機構工作,02 4-9人,1 台灣,116台北市文山區,1 有,26000,2 無,0 跳答或不適用,2 無,跳答或不適用,26000.0,30,3 已滿1年,12,0 跳答或不適用,2 否,90,2 否,2 無,2 無,2 無,1 有,2 無,2 無,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,063國際貿易業,"3000業務監督人員(含業務經理,監督主管人員)",03 為私人雇主或私人機構工作,65000.0,55,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,0,1,0,0,0,0,0,0,20,0 跳答或不適用,0 跳答或不適用,20000,0 跳答或不適用,15000,1 教育費用,50000.0,90000,1,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,4,5 感情非常好,0 不適用,1 從未,2 偶爾,1 從未,2 偶爾,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,1 從未,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,25,15,8
295,200901,3060280,主樣本,1953-1964出生之主樣本,正式訪問,306028,2000,1,29,10,30,235台北縣中和,02 配偶,2 女,45,03 小學,3 普通,03 已婚,69,0 跳答或不適用,0 跳答或不適用,0 不適用,4 不好,52,1 閩南語,3,05 幫家裡工作,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,60,69,70,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,1 有,82,064餐旅業 ,01 自己的儲蓄,跳答或不適用,1 是,1,0 跳答或不適用,1 有,0 不適用,064餐旅業 ,"4520小販,兜攬生意人員,報販(含報紙販賣員,送報員,攤販)","01 自己一人工作,沒有雇用其他人",0 跳答或不適用,1 台灣,235台北縣中和,2 無,0 跳答或不適用,1 有,25000,2 無,跳答或不適用,25000.0,70,3 已滿1年,7,0 跳答或不適用,2 否,40,2 否,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,06 因身體狀況不佳無法工作,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,1 有,2 無,1,0,0,1,2,0,0,0,0,0,0,14,3,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,15000,1 教育費用,150000.0,0 跳答或不適用,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,5 感情非常好,4,4,1 從未,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,4 沒有多少休閒時間,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,3 沒有特定的人管 ,3 夫妻二人共同管理,1,29,10,50
296,200901,3060290,主樣本,1953-1964出生之主樣本,正式訪問,306029,2000,1,29,17,0,235台北縣中和,01 本人,2 女,51,08 高職,3 普通,03 已婚,79,0 跳答或不適用,0 跳答或不適用,0 不適用,3 普通,57,1 閩南語,7,01 繼續升學,63,02 國中,1 公立,1 有,66,01 繼續升學,66,04 高職職業類科 ,2 私立,1 有,69,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,70,79,80,79,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,042氣體燃料供應業,"3319其它未詳列之簿記員(含一般簿記員,記帳員,會計佐理)",03 為私人雇主或私人機構工作,06 100-499人,1 台灣,242台北縣新莊,1 有,50000,2 無,0 跳答或不適用,2 無,跳答或不適用,50000.0,44,3 已滿1年,15,5,1 是,60,1 是,1 有,1 有,2 無,1 有,2 無,2 無,1 有,1 有,2 沒有,2 沒有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,098個人服務業/修理/洗染/家事業,"8550電線配設工(含一般電工,電力裝配工,電力修理工,電錶工)",03 為私人雇主或私人機構工作,50000.0,40,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,1,0,0,0,0,0,0,10,5,10000.0,20000,0 跳答或不適用,20000,1 教育費用,150000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,4,4,4,2 偶爾,2 偶爾,2 偶爾,2 偶爾,2 偶爾,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,3 有影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,1,29,17,15
297,200901,3060310,主樣本,1953-1964出生之主樣本,正式訪問,306031,2000,1,25,19,46,235台北縣中和,03 親子關係,1 男,50,04 初(國)中,2 好,03 已婚,78,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,57,1 閩南語,6,01 繼續升學,60,01 初中,2 私立,1 有,63,03 去學技藝,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,70,72,63,78,80,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,1 有,1 有,1 有,78,039雜項工業製品製造業,02 家人的資助,2,2 已經結束了,0 跳答或不適用,78,1 有,0 不適用,073通信業,"3709其它郵政佐理員(含郵遞員,郵差,信件分類員,郵政事務員)",06 為政府機構工作,0 跳答或不適用,1 台灣,234台北縣永和,1 有,43000,2 無,0 跳答或不適用,2 無,跳答或不適用,43000.0,48,3 已滿1年,10,3,1 是,40,1 是,2 無,2 無,2 無,1 有,2 無,2 無,2 沒有,2 沒有,2 沒有,1 有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,1 有,1,0,0,2,1,0,0,0,0,0,0,0 跳答或不適用,35,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,20000,1 教育費用,7000.0,60000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,1 從未,1 從未,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,"3 看電影,吃館子,爬山,運動等",2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,3 沒有特定的人管 ,3 夫妻二人共同管理,1,25,20,8
